id,submission_id,category,fields_json,user,created_at
331,209,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 0, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",nprokopchuk,2025-11-05T18:42:24.551243
332,190,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",nprokopchuk,2025-11-05T18:44:30.140368
333,73,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",nprokopchuk,2025-11-05T18:45:03.665234
334,46,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 0, ""literature"": 1, ""notes"": """"}",nprokopchuk,2025-11-05T18:45:42.198580
335,117,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",nprokopchuk,2025-11-05T18:49:36.161164
336,26,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",nprokopchuk,2025-11-05T18:50:11.039285
337,185,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",nprokopchuk,2025-11-05T18:50:49.172142
338,106,story,"{""age_appropriateness"": 1, ""clarity"": 0, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 0, ""notes"": """"}",nprokopchuk,2025-11-05T18:51:28.386630
339,177,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",nprokopchuk,2025-11-05T18:52:15.442154
340,82,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",nprokopchuk,2025-11-05T18:53:24.997247
341,226,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 0, ""language"": 1, ""message"": 1, ""literature"": 0, ""notes"": """"}",nprokopchuk,2025-11-05T18:54:08.385062
342,243,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 0, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",nprokopchuk,2025-11-05T18:54:42.231851
343,96,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",nprokopchuk,2025-11-05T18:55:18.255152
344,132,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",nprokopchuk,2025-11-05T18:55:40.022113
345,163,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",nprokopchuk,2025-11-05T18:57:09.266239
346,61,questions,"{""difficulty"": 1, ""completeness"": 1, ""correctness_of_responses"": 1, ""notes"": """"}",ikarazija,2025-11-05T18:59:18.455688
347,121,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",nprokopchuk,2025-11-05T18:59:26.972806
348,78,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",nprokopchuk,2025-11-05T19:00:03.930214
349,149,story,"{""age_appropriateness"": 1, ""clarity"": 0, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",nprokopchuk,2025-11-05T19:01:22.196575
350,50,questions,"{""difficulty"": 1, ""completeness"": 1, ""correctness_of_responses"": 1, ""notes"": """"}",ikarazija,2025-11-05T19:01:45.506326
351,141,story,"{""age_appropriateness"": 1, ""clarity"": 0, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 0, ""notes"": """"}",nprokopchuk,2025-11-05T19:02:11.851802
352,85,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 0, ""notes"": """"}",nprokopchuk,2025-11-05T19:03:03.064401
353,217,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",nprokopchuk,2025-11-05T19:03:37.703477
354,254,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",nprokopchuk,2025-11-05T19:04:18.931339
355,97,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",nprokopchuk,2025-11-05T19:04:59.547720
356,45,questions,"{""difficulty"": 1, ""completeness"": 0, ""correctness_of_responses"": 1, ""notes"": ""Some of the questions don't pull information from the story itself""}",ikarazija,2025-11-05T19:05:43.377797
357,166,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",nprokopchuk,2025-11-05T19:07:20.412722
358,123,questions,"{""difficulty"": 1, ""completeness"": 1, ""correctness_of_responses"": 1, ""notes"": """"}",ikarazija,2025-11-05T19:08:33.571499
359,241,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",nprokopchuk,2025-11-05T19:09:54.793822
360,61,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",nprokopchuk,2025-11-05T19:10:23.337371
361,95,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",nprokopchuk,2025-11-05T19:10:52.008822
362,129,questions,"{""difficulty"": 1, ""completeness"": 1, ""correctness_of_responses"": 1, ""notes"": """"}",ikarazija,2025-11-05T19:11:00.717882
363,170,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",nprokopchuk,2025-11-05T19:12:30.570863
364,230,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",nprokopchuk,2025-11-05T19:13:02.959156
365,155,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 0, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",nprokopchuk,2025-11-05T19:13:24.296076
366,54,questions,"{""difficulty"": 1, ""completeness"": 0, ""correctness_of_responses"": 1, ""notes"": """"}",ikarazija,2025-11-05T19:13:50.293465
367,154,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 0, ""notes"": """"}",nprokopchuk,2025-11-05T19:14:28.085964
368,154,questions,"{""difficulty"": 0, ""completeness"": 0, ""correctness_of_responses"": 0, ""notes"": """"}",ikarazija,2025-11-05T19:14:29.458859
369,113,story,"{""age_appropriateness"": 1, ""clarity"": 0, ""creativity"": 1, ""language"": 0, ""message"": 1, ""literature"": 0, ""notes"": """"}",nprokopchuk,2025-11-05T19:15:43.066469
370,18,questions,"{""difficulty"": 1, ""completeness"": 1, ""correctness_of_responses"": 0, ""notes"": """"}",ikarazija,2025-11-05T19:17:41.316595
371,27,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",nprokopchuk,2025-11-05T19:18:08.859020
372,174,story,"{""age_appropriateness"": 0, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 0, ""notes"": """"}",nprokopchuk,2025-11-05T19:19:16.985521
373,143,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",nprokopchuk,2025-11-05T19:19:40.424012
374,142,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",nprokopchuk,2025-11-05T19:20:33.413111
375,19,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",nprokopchuk,2025-11-05T19:20:56.972587
376,126,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",nprokopchuk,2025-11-05T19:21:10.360872
377,92,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",nprokopchuk,2025-11-05T19:21:25.329719
378,156,story,"{""age_appropriateness"": 1, ""clarity"": 0, ""creativity"": 0, ""language"": 1, ""message"": 1, ""literature"": 0, ""notes"": """"}",nprokopchuk,2025-11-05T19:22:03.536495
379,24,questions,"{""difficulty"": 1, ""completeness"": 1, ""correctness_of_responses"": 1, ""notes"": """"}",ikarazija,2025-11-05T19:22:49.105981
380,257,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 0, ""notes"": """"}",nprokopchuk,2025-11-05T19:23:11.292862
381,140,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",nprokopchuk,2025-11-05T19:26:02.603934
382,31,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",nprokopchuk,2025-11-05T19:27:21.179834
383,51,questions,"{""difficulty"": 1, ""completeness"": 1, ""correctness_of_responses"": 0, ""notes"": """"}",ikarazija,2025-11-05T19:27:31.340487
384,100,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",nprokopchuk,2025-11-05T19:27:47.205942
385,59,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 0, ""literature"": 1, ""notes"": """"}",nprokopchuk,2025-11-05T19:28:39.896454
386,86,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",nprokopchuk,2025-11-05T19:29:21.999627
387,134,story,"{""age_appropriateness"": 1, ""clarity"": 0, ""creativity"": 0, ""language"": 1, ""message"": 1, ""literature"": 0, ""notes"": """"}",nprokopchuk,2025-11-05T19:31:53.773633
388,17,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",nprokopchuk,2025-11-05T19:32:18.681180
389,116,questions,"{""difficulty"": 1, ""completeness"": 0, ""correctness_of_responses"": 0, ""notes"": """"}",ikarazija,2025-11-05T19:33:04.456376
390,160,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 0, ""language"": 1, ""message"": 1, ""literature"": 0, ""notes"": """"}",nprokopchuk,2025-11-05T19:33:55.166837
391,142,questions,"{""difficulty"": 0, ""completeness"": 1, ""correctness_of_responses"": 0, ""notes"": """"}",ikarazija,2025-11-05T19:35:03.235302
392,5,story,"{""age_appropriateness"": 0, ""clarity"": 0, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 0, ""notes"": """"}",nprokopchuk,2025-11-05T19:35:58.779311
393,84,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",nprokopchuk,2025-11-05T19:36:24.675333
394,128,questions,"{""difficulty"": 1, ""completeness"": 1, ""correctness_of_responses"": 1, ""notes"": """"}",ikarazija,2025-11-05T19:36:32.426223
395,12,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",nprokopchuk,2025-11-05T19:37:03.994744
396,139,questions,"{""difficulty"": 1, ""completeness"": 0, ""correctness_of_responses"": 1, ""notes"": """"}",ikarazija,2025-11-05T19:40:34.865194
397,110,questions,"{""difficulty"": 1, ""completeness"": 0, ""correctness_of_responses"": 1, ""notes"": """"}",ikarazija,2025-11-05T19:46:03.207194
398,97,questions,"{""difficulty"": 0, ""completeness"": 0, ""correctness_of_responses"": 1, ""notes"": ""Most of the question themes aren't mentioned in the story itself""}",ikarazija,2025-11-05T19:48:48.892102
399,133,questions,"{""difficulty"": 1, ""completeness"": 1, ""correctness_of_responses"": 0, ""notes"": """"}",ikarazija,2025-11-05T19:55:20.675091
400,10,questions,"{""difficulty"": 1, ""completeness"": 1, ""correctness_of_responses"": 1, ""notes"": """"}",ikarazija,2025-11-05T19:57:20.284579
401,2,questions,"{""difficulty"": 0, ""completeness"": 0, ""correctness_of_responses"": 0, ""notes"": """"}",ikarazija,2025-11-05T20:01:44.678371
402,114,questions,"{""difficulty"": 1, ""completeness"": 1, ""correctness_of_responses"": 1, ""notes"": """"}",ikarazija,2025-11-05T20:05:08.865352
403,103,questions,"{""difficulty"": 1, ""completeness"": 0, ""correctness_of_responses"": 1, ""notes"": """"}",ikarazija,2025-11-05T20:07:10.721821
404,99,questions,"{""difficulty"": 0, ""completeness"": 0, ""correctness_of_responses"": 0, ""notes"": ""Most of the question themes aren't mentioned in the story itself""}",ikarazija,2025-11-05T20:08:52.154073
405,9,questions,"{""difficulty"": 1, ""completeness"": 1, ""correctness_of_responses"": 1, ""notes"": """"}",ikarazija,2025-11-05T20:10:54.979675
406,37,questions,"{""difficulty"": 1, ""completeness"": 1, ""correctness_of_responses"": 1, ""notes"": """"}",ikarazija,2025-11-05T20:16:32.590615
407,107,questions,"{""difficulty"": 1, ""completeness"": 1, ""correctness_of_responses"": 1, ""notes"": """"}",ikarazija,2025-11-05T20:22:53.830037
408,112,questions,"{""difficulty"": 1, ""completeness"": 0, ""correctness_of_responses"": 0, ""notes"": ""Most of the question themes aren't mentioned in the story itself""}",ikarazija,2025-11-05T20:27:39.907777
409,49,questions,"{""difficulty"": 1, ""completeness"": 1, ""correctness_of_responses"": 1, ""notes"": """"}",ikarazija,2025-11-05T20:31:00.649134
410,36,questions,"{""difficulty"": 1, ""completeness"": 1, ""correctness_of_responses"": 0, ""notes"": """"}",ikarazija,2025-11-05T20:35:04.561427
411,62,questions,"{""difficulty"": 1, ""completeness"": 1, ""correctness_of_responses"": 1, ""notes"": """"}",ikarazija,2025-11-05T20:35:45.582128
412,104,questions,"{""difficulty"": 1, ""completeness"": 0, ""correctness_of_responses"": 0, ""notes"": """"}",ikarazija,2025-11-05T20:38:04.170612
413,39,questions,"{""difficulty"": 1, ""completeness"": 0, ""correctness_of_responses"": 1, ""notes"": """"}",ikarazija,2025-11-05T20:40:29.477953
414,64,questions,"{""difficulty"": 1, ""completeness"": 1, ""correctness_of_responses"": 1, ""notes"": """"}",ikarazija,2025-11-05T20:43:21.614291
415,26,questions,"{""difficulty"": 1, ""completeness"": 1, ""correctness_of_responses"": 1, ""notes"": """"}",ikarazija,2025-11-05T20:45:45.286077
416,111,questions,"{""difficulty"": 1, ""completeness"": 1, ""correctness_of_responses"": 1, ""notes"": """"}",ikarazija,2025-11-05T20:50:08.861150
417,15,questions,"{""difficulty"": 1, ""completeness"": 1, ""correctness_of_responses"": 1, ""notes"": """"}",ikarazija,2025-11-05T20:52:48.857974
418,48,questions,"{""difficulty"": 1, ""completeness"": 1, ""correctness_of_responses"": 1, ""notes"": """"}",ikarazija,2025-11-05T20:54:47.333959
419,78,theme,"{""theme_quality"": 1, ""theme_success"": 1, ""roleplaying"": 0, ""notes"": """"}",nprokopchuk,2025-11-05T21:27:02.846077
420,9,education,"{""education_quality"": 1, ""naturalness"": 1, ""correctness"": 1, ""notes"": """"}",nprokopchuk,2025-11-05T21:27:39.731103
421,190,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 0, ""language"": 0, ""message"": 1, ""literature"": 0, ""notes"": """"}",jkrajtl,2025-11-06T08:36:16.097818
422,232,story,"{""age_appropriateness"": 1, ""clarity"": 0, ""creativity"": 1, ""language"": 0, ""message"": 1, ""literature"": 0, ""notes"": """"}",jkrajtl,2025-11-06T08:39:56.616366
423,116,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 0, ""language"": 0, ""message"": 0, ""literature"": 0, ""notes"": """"}",jkrajtl,2025-11-06T08:43:51.713998
424,22,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 0, ""language"": 0, ""message"": 1, ""literature"": 0, ""notes"": """"}",jkrajtl,2025-11-06T08:46:56.610246
425,180,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 0, ""language"": 0, ""message"": 1, ""literature"": 0, ""notes"": """"}",jkrajtl,2025-11-06T08:50:23.655916
426,115,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 0, ""notes"": """"}",jkrajtl,2025-11-06T08:54:11.531823
427,169,story,"{""age_appropriateness"": 0, ""clarity"": 0, ""creativity"": 0, ""language"": 0, ""message"": 0, ""literature"": 0, ""notes"": """"}",jkrajtl,2025-11-06T08:56:22.617130
428,225,story,"{""age_appropriateness"": 0, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 0, ""notes"": """"}",jkrajtl,2025-11-06T09:00:36.268155
429,145,story,"{""age_appropriateness"": 0, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 0, ""notes"": """"}",jkrajtl,2025-11-06T09:02:58.800968
430,83,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 0, ""notes"": """"}",jkrajtl,2025-11-06T09:08:21.260390
431,159,education,"{""education_quality"": 0, ""naturalness"": 1, ""correctness"": 0, ""notes"": """"}",ikarazija,2025-11-06T09:08:35.163406
432,111,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",jkrajtl,2025-11-06T09:13:15.082488
433,208,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",jkrajtl,2025-11-06T09:17:06.435186
434,146,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",jkrajtl,2025-11-06T09:20:28.716202
435,54,education,"{""education_quality"": 1, ""naturalness"": 1, ""correctness"": 1, ""notes"": """"}",ikarazija,2025-11-06T09:25:33.027350
436,42,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 0, ""literature"": 1, ""notes"": """"}",jkrajtl,2025-11-06T09:28:29.123557
437,166,story,"{""age_appropriateness"": 0, ""clarity"": 0, ""creativity"": 1, ""language"": 0, ""message"": 0, ""literature"": 0, ""notes"": """"}",jkrajtl,2025-11-06T09:29:31.702588
438,150,education,"{""education_quality"": 0, ""naturalness"": 1, ""correctness"": 1, ""notes"": """"}",ikarazija,2025-11-06T09:31:39.013752
439,103,education,"{""education_quality"": 0, ""naturalness"": 0, ""correctness"": 1, ""notes"": """"}",ikarazija,2025-11-06T09:34:07.284283
440,87,theme,"{""theme_quality"": 1, ""theme_success"": 1, ""roleplaying"": 1, ""notes"": """"}",nprokopchuk,2025-11-06T09:34:59.730920
441,102,theme,"{""theme_quality"": 1, ""theme_success"": 1, ""roleplaying"": 1, ""notes"": """"}",nprokopchuk,2025-11-06T09:36:16.289340
442,205,theme,"{""theme_quality"": 1, ""theme_success"": 1, ""roleplaying"": 1, ""notes"": """"}",nprokopchuk,2025-11-06T09:37:32.045515
443,162,education,"{""education_quality"": 0, ""naturalness"": 0, ""correctness"": 1, ""notes"": """"}",ikarazija,2025-11-06T09:38:13.777414
444,64,theme,"{""theme_quality"": 1, ""theme_success"": 1, ""roleplaying"": 1, ""notes"": """"}",nprokopchuk,2025-11-06T09:38:20.579574
445,172,education,"{""education_quality"": 0, ""naturalness"": 1, ""correctness"": 1, ""notes"": """"}",ikarazija,2025-11-06T09:39:24.944002
446,82,questions,"{""difficulty"": 1, ""completeness"": 1, ""correctness_of_responses"": 1, ""notes"": """"}",nprokopchuk,2025-11-06T09:39:44.830080
447,91,questions,"{""difficulty"": 1, ""completeness"": 1, ""correctness_of_responses"": 1, ""notes"": """"}",nprokopchuk,2025-11-06T09:40:26.714379
448,165,education,"{""education_quality"": 0, ""naturalness"": 0, ""correctness"": 1, ""notes"": """"}",ikarazija,2025-11-06T09:42:32.872359
449,162,theme,"{""theme_quality"": 1, ""theme_success"": 1, ""roleplaying"": 0, ""notes"": """"}",nprokopchuk,2025-11-06T09:44:54.727657
450,219,theme,"{""theme_quality"": 1, ""theme_success"": 1, ""roleplaying"": 1, ""notes"": """"}",nprokopchuk,2025-11-06T09:45:34.175974
451,171,education,"{""education_quality"": 0, ""naturalness"": 1, ""correctness"": 1, ""notes"": """"}",ikarazija,2025-11-06T09:46:20.529740
452,3,theme,"{""theme_quality"": 0, ""theme_success"": 0, ""roleplaying"": 1, ""notes"": """"}",nprokopchuk,2025-11-06T09:47:02.752209
453,38,education,"{""education_quality"": 0, ""naturalness"": 1, ""correctness"": 1, ""notes"": """"}",ikarazija,2025-11-06T09:54:46.030458
454,116,education,"{""education_quality"": 0, ""naturalness"": 0, ""correctness"": 0, ""notes"": ""The output is not a story""}",ikarazija,2025-11-06T10:02:09.026589
455,136,education,"{""education_quality"": 0, ""naturalness"": 1, ""correctness"": 1, ""notes"": """"}",ikarazija,2025-11-06T10:08:59.229354
456,106,education,"{""education_quality"": 0, ""naturalness"": 0, ""correctness"": 0, ""notes"": ""The output is not a story""}",ikarazija,2025-11-06T10:10:50.767454
457,44,education,"{""education_quality"": 0, ""naturalness"": 0, ""correctness"": 1, ""notes"": """"}",ikarazija,2025-11-06T10:15:41.083479
458,121,education,"{""education_quality"": 0, ""naturalness"": 1, ""correctness"": 1, ""notes"": """"}",ikarazija,2025-11-06T10:23:40.916579
459,94,education,"{""education_quality"": 0, ""naturalness"": 0, ""correctness"": 1, ""notes"": """"}",ikarazija,2025-11-06T10:25:55.664164
460,101,theme,"{""theme_quality"": 1, ""theme_success"": 1, ""roleplaying"": 0, ""notes"": """"}",nprokopchuk,2025-11-06T13:00:22.746566
461,141,theme,"{""theme_quality"": 1, ""theme_success"": 1, ""roleplaying"": 1, ""notes"": """"}",nprokopchuk,2025-11-06T13:00:36.911740
462,195,story,"{""age_appropriateness"": 1, ""clarity"": 0, ""creativity"": 0, ""language"": 0, ""message"": 0, ""literature"": 0, ""notes"": """"}",ifurkert,2025-11-06T13:03:20.159605
463,164,education,"{""education_quality"": 0, ""naturalness"": 0, ""correctness"": 1, ""notes"": """"}",ikarazija,2025-11-06T13:08:55.570797
464,92,education,"{""education_quality"": 0, ""naturalness"": 0, ""correctness"": 1, ""notes"": """"}",ikarazija,2025-11-06T13:11:15.857023
465,194,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 0, ""language"": 1, ""message"": 0, ""literature"": 0, ""notes"": """"}",ifurkert,2025-11-06T13:12:45.181429
466,242,story,"{""age_appropriateness"": 1, ""clarity"": 0, ""creativity"": 0, ""language"": 1, ""message"": 0, ""literature"": 0, ""notes"": """"}",ifurkert,2025-11-06T13:14:30.474476
467,106,story,"{""age_appropriateness"": 1, ""clarity"": 0, ""creativity"": 0, ""language"": 0, ""message"": 0, ""literature"": 0, ""notes"": """"}",ifurkert,2025-11-06T13:15:59.741746
468,9,education,"{""education_quality"": 0, ""naturalness"": 0, ""correctness"": 1, ""notes"": """"}",ikarazija,2025-11-06T13:16:10.671655
469,217,story,"{""age_appropriateness"": 1, ""clarity"": 0, ""creativity"": 1, ""language"": 0, ""message"": 0, ""literature"": 0, ""notes"": """"}",ifurkert,2025-11-06T13:18:00.053534
470,157,theme,"{""theme_quality"": 0, ""theme_success"": 0, ""roleplaying"": 0, ""notes"": """"}",ikarazija,2025-11-06T13:18:32.088497
471,80,story,"{""age_appropriateness"": 0, ""clarity"": 0, ""creativity"": 0, ""language"": 0, ""message"": 0, ""literature"": 0, ""notes"": """"}",ifurkert,2025-11-06T13:19:06.736459
472,159,story,"{""age_appropriateness"": 0, ""clarity"": 0, ""creativity"": 1, ""language"": 1, ""message"": 0, ""literature"": 0, ""notes"": """"}",ifurkert,2025-11-06T13:19:42.099356
473,147,story,"{""age_appropriateness"": 0, ""clarity"": 0, ""creativity"": 0, ""language"": 0, ""message"": 0, ""literature"": 0, ""notes"": """"}",ifurkert,2025-11-06T13:20:23.984676
474,148,story,"{""age_appropriateness"": 1, ""clarity"": 0, ""creativity"": 0, ""language"": 1, ""message"": 0, ""literature"": 0, ""notes"": """"}",ifurkert,2025-11-06T13:21:45.571723
475,186,theme,"{""theme_quality"": 1, ""theme_success"": 1, ""roleplaying"": 1, ""notes"": """"}",ikarazija,2025-11-06T13:22:31.503043
476,140,story,"{""age_appropriateness"": 1, ""clarity"": 0, ""creativity"": 0, ""language"": 1, ""message"": 0, ""literature"": 1, ""notes"": """"}",ifurkert,2025-11-06T13:22:58.868943
477,158,story,"{""age_appropriateness"": 0, ""clarity"": 0, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",ifurkert,2025-11-06T13:25:03.592256
478,201,story,"{""age_appropriateness"": 0, ""clarity"": 0, ""creativity"": 1, ""language"": 0, ""message"": 0, ""literature"": 0, ""notes"": """"}",ifurkert,2025-11-06T13:27:04.255120
479,133,story,"{""age_appropriateness"": 1, ""clarity"": 0, ""creativity"": 1, ""language"": 1, ""message"": 0, ""literature"": 1, ""notes"": """"}",ifurkert,2025-11-06T13:28:52.430806
480,166,theme,"{""theme_quality"": 0, ""theme_success"": 0, ""roleplaying"": 0, ""notes"": """"}",ikarazija,2025-11-06T13:29:01.141268
481,262,story,"{""age_appropriateness"": 0, ""clarity"": 0, ""creativity"": 0, ""language"": 0, ""message"": 0, ""literature"": 0, ""notes"": """"}",ifurkert,2025-11-06T13:30:23.484085
482,247,theme,"{""theme_quality"": 0, ""theme_success"": 1, ""roleplaying"": 1, ""notes"": """"}",ikarazija,2025-11-06T13:32:07.717843
483,143,story,"{""age_appropriateness"": 1, ""clarity"": 1, ""creativity"": 1, ""language"": 1, ""message"": 1, ""literature"": 1, ""notes"": """"}",ifurkert,2025-11-06T13:32:18.350848
484,150,story,"{""age_appropriateness"": 0, ""clarity"": 0, ""creativity"": 1, ""language"": 0, ""message"": 0, ""literature"": 0, ""notes"": """"}",ifurkert,2025-11-06T13:33:42.396995
485,208,theme,"{""theme_quality"": 1, ""theme_success"": 1, ""roleplaying"": 0, ""notes"": """"}",ifurkert,2025-11-06T13:35:46.049010
486,66,theme,"{""theme_quality"": 0, ""theme_success"": 1, ""roleplaying"": 1, ""notes"": """"}",ifurkert,2025-11-06T13:38:18.000570
487,28,theme,"{""theme_quality"": 0, ""theme_success"": 1, ""roleplaying"": 0, ""notes"": """"}",ikarazija,2025-11-06T13:39:00.497990
488,99,theme,"{""theme_quality"": 0, ""theme_success"": 1, ""roleplaying"": 1, ""notes"": """"}",ifurkert,2025-11-06T13:39:52.853507
